year,julian-day,standard-time,Solar_Wm2,Rain_mm,Wind_ms.1,Tair_C,Tsoil_C,D_kPa,GW,E-MD,P-PD,P-MD,leaftemp,leaf-air-temp-diff
2023,226,23,0.0,0.0,0.05536667,32.44646,31.379999999999995,3.562287175629645,,,,,29.525,-2.9214600000000033
2023,227,0,0.0,3.16,2.017667,33.63044,30.450000000000045,3.746834299685173,,,,,32.43125,-1.1991900000000015
2023,227,1,0.0,0.0,1.764333,33.6288,29.640000000000043,3.703572402312007,,,,,32.51625,-1.1125499999999988
2023,227,2,0.0,0.0,1.551,33.54017,28.879999999999995,3.6564454951550753,,,,,32.18,-1.3601700000000037
2023,227,3,0.0,0.0,2.052333,31.7991,28.19,3.1167334565032245,,,,,30.98,-0.8190999999999988
2023,227,4,0.0,0.0,1.783,30.85351,27.57000000000005,2.772870842072406,,,,,29.4175,-1.4360099999999996
2023,227,5,0.0,0.0,1.030533,30.56656,27.07000000000005,2.670040032862097,,,,,28.4775,-2.08906
2023,227,6,2.735229759299781,3.16,0.3414666,30.12143,26.69,2.565465143227405,,,,,27.4225,-2.6989300000000007
2023,227,7,38.29321663019694,0.0,1.233667,31.37997,27.120000000000005,2.922724878572757,,,,,27.5925,-3.787469999999999
2023,227,8,177.78993435448575,0.0,2.921666,33.88802,28.74000000000001,3.738350765633281,,,,,31.16625,-2.721769999999996
2023,227,9,223.7417943107221,0.0,2.023,34.78931,30.65000000000003,3.994723468371431,,,,,33.805,-0.9843100000000007
2023,227,10,341.3566739606127,0.0,2.793667,36.39594,32.81,4.527967717183513,,,,,35.28,-1.115940000000002
2023,227,11,415.20787746170674,0.0,2.929667,37.43637,35.129999999999995,4.922706138311653,,,,,37.87375,0.43738000000000454
2023,227,12,389.4967177242888,3.16,2.031,38.76173,37.34000000000003,5.42214822112173,,,,,38.02375,-0.7379800000000003
2023,227,13,394.9671772428884,0.0,2.377666,39.11913,39.34000000000003,5.6455774156576,,,,,39.82625,0.7071200000000033
2023,227,14,225.9299781181619,0.0,1.895,39.29531,41.06,5.744250625664774,,,,,39.52875,0.23344000000000165
2023,227,15,291.57549234135666,0.0,2.236333,40.6894,42.32000000000005,6.327055311004874,,,,,40.53625,-0.15314999999999657
2023,227,16,190.37199124726476,0.0,1.823,40.12732,43.02000000000004,6.143400577508385,,,,,40.05,-0.07732000000000028
2023,227,17,65.0984682713348,0.0,2.185667,39.61641,43.06,5.912933400734236,,,,,37.375,-2.241410000000002
2023,227,18,42.669584245076585,3.16,1.151,39.1954,42.610000000000014,5.736547628138666,,,,,36.60625,-2.5891499999999965
2023,227,19,9.846827133479213,0.0,2.100333,38.06327,41.55000000000001,5.184815208146821,,,,,36.74125,-1.322020000000002
2023,227,20,0.0,0.0,1.0114,37.51635,39.78000000000003,5.081360724151454,,,,,35.81125,-1.7051000000000016
2023,227,21,0.0,0.51,0.7017667,33.67949,38.10000000000002,3.3960377180766694,,,,,29.4175,-4.261990000000001
2023,227,22,0.0,0.0,0.0,32.7289,36.60000000000002,2.912733018910602,,,,,32.00125,-0.7276500000000041
2023,227,23,0.0,0.0,1.679,32.99328,35.19,3.2505453870421026,,,,,32.6075,-0.3857799999999969
2023,228,0,0.0,3.16,2.303,32.40127,33.910000000000025,3.1095303569028507,,,,,31.445,-0.9562699999999964
2023,228,1,0.0,0.0,1.5121,31.981,32.77000000000004,3.0764314095493925,,,,,31.08875,-0.8922500000000007
2023,228,2,0.0,0.0,1.737667,31.37546,31.670000000000016,2.777960228512843,,,,,30.71375,-0.6617099999999994
2023,228,3,0.0,0.0,1.356333,30.64338,30.629999999999995,2.5452476773720925,,,,,29.7625,-0.8808800000000012
2023,228,4,0.0,0.0,0.1960666,28.87644,29.720000000000027,1.9626225095370504,,,,,27.607499999999998,-1.2689400000000006
2023,228,5,0.0,0.0,0.8363333,28.70924,29.02000000000004,1.889036663320553,,,,,27.55875,-1.1504900000000013
2023,228,6,1.6411378555798684,3.16,0.0,27.7015,28.49000000000001,1.5721292279756889,,,,,26.20375,-1.49775
2023,228,7,62.91028446389496,0.0,0.0,29.63338,28.78000000000003,1.994404329809232,,,,,28.01875,-1.6146299999999982
2023,228,8,124.72647702407,0.0,0.0,32.57074,30.200000000000045,2.919557848518473,227.21666666666667,6.414275136855855,,,30.7225,-1.8482400000000005
2023,228,9,249.45295404814,0.0,2.0801,36.11828,31.910000000000025,4.328112788908309,,,,,34.27875,-1.8395299999999963
2023,228,10,324.945295404814,0.0,1.676333,37.5069,33.900000000000034,4.8187933765615885,,,,,36.07375,-1.4331500000000048
2023,228,11,300.328227571116,0.0,2.297667,38.37385,36.07000000000005,5.257640162936597,,,,,38.0925,-0.2813499999999962
2023,228,12,399.34354485776805,3.16,1.993667,39.59611,38.19,5.773835786627932,,,,,38.79375,-0.8023600000000002
2023,228,13,392.2319474835886,0.0,1.751,40.49612,40.120000000000005,6.144459845654602,,,,,39.948750000000004,-0.5473699999999937
2023,228,14,365.9737417943107,0.0,1.252333,41.19983,41.650000000000034,6.472140394265693,,,,,40.81875,-0.3810799999999972
2023,228,15,320.02188183807436,0.0,2.297667,41.55179,42.700000000000045,6.643310699529853,,,,,41.53125,-0.020539999999996894
2023,228,16,252.73522975929976,0.0,1.604333,42.26104,43.24000000000001,6.9561266954482175,99.21666666666668,6.435727998411453,,,42.3125,0.05145999999999873
2023,228,17,95.73304157549234,0.0,2.401666,41.67952,43.24000000000001,6.67246333544381,,,,,39.615,-2.0645199999999946
2023,228,18,20.787746170678336,3.16,2.537667,38.98586,42.79000000000002,5.520135757834457,,,,,37.575,-1.4108599999999996
2023,228,19,6.017505470459518,0.0,0.4257,38.7374,41.77000000000004,5.502008385076783,,,,,36.40125,-2.3361500000000035
2023,228,20,0.0,0.0,1.057667,35.37523,40.04000000000002,4.170756491469253,,,,,34.33,-1.0452300000000037
2023,228,21,0.0,0.0,0.07026667,34.89733,38.360000000000014,4.069675966751651,,,,,33.0775,-1.819829999999996
2023,228,22,0.0,0.0,1.177667,35.02189,36.89000000000004,4.068537987958428,,,,,33.6075,-1.4143899999999974
2023,228,23,0.0,0.0,0.2332333,34.36467,35.450000000000045,3.904670191088002,,,,,32.08625,-2.278419999999997
2023,229,0,0.0,3.16,0.09583333,33.2199,34.09000000000003,3.4831858461847833,,,,,31.4775,-1.7424000000000035
2023,229,1,0.0,0.0,0.2472,32.7176,32.900000000000034,3.313297930790628,,,,,29.7575,-2.960099999999997
2023,229,2,0.0,0.0,1.217667,32.50295,31.80000000000001,3.206809763555591,,,,,30.51375,-1.9891999999999967
2023,229,3,0.0,0.0,0.3675,32.54814,30.80000000000001,3.250242382720665,,,,,31.07375,-1.474389999999996
